"序号","标题","发布日期","来源网站","网址","来源栏目","证据类型","结构线索摘录","正文验证","正文验证说明","采集说明"
"248","区政府第26次常务会议纪要","2023-12-05","常州市天宁区人民政府网站","http://www.cztn.gov.cn/html/cztn/2023/CFHMLBAH_1205/30843.html","https://www.changzhou.gov.cn/gova/wjk.php?click=m2_2&dept_id=0&keytype=title&keyword=%E4%BC%9A%E8%AE%AE%E7%BA%AA%E8%A6%81&page=1&sel_year=0&tc_id=0&tc_name=&website=tianning","栏目链接标题含会议纪要","","正文结构命中","效 内容概述： 2023年11月15日下午，区长张凯奇在天宁科技促进中心2306会议室，主持召开区政府第26次常务会议。纪要如下： 区政府第26次常务会议纪要 2023 年 11 月 15 日 下 午，区长张 凯奇 在天宁科技促进中心 2306 会议室，主持召开区政府第 26 次常务会议。纪要如下： 一、 会议审议了《天宁区个体工商户分型分类精准帮扶试点工作方案》 会议认为 ， 开展个体工商户分型分类精准帮扶试点工作是促进个体工商户增量提质、健康发展的重要举措，更是促进经济繁荣、就业稳定，方便群众生活的重要途径。 会议要求： （ 1 ）加强组织领导。 依","二〇二六年七月二十五日公开资料采集整理"
"249","钟楼区政府2023年度第10次常务会议纪要","2023-11-30","常州市钟楼区人民政府网站","http://www.zhonglou.gov.cn/html/czzl/2024/FPKLLMMN_0109/21133.html","https://www.changzhou.gov.cn/gova/wjk.php?click=m2_2&dept_id=0&keytype=title&keyword=%E4%BC%9A%E8%AE%AE%E7%BA%AA%E8%A6%81&page=1&sel_year=0&tc_id=0&tc_name=&website=zhonglou","栏目链接标题含会议纪要","","正文结构命中","0次常务会议纪要2023年11月23日上午，在区机关102会议室，区长李超鲲主持召开区政府2023年度第10次常务会议，现纪要如下：一、会议审议了《常州市钟楼区国民经济和社会发展第十四个五年规划和二〇三五年远景目标纲要实施中期评估报告》会议指出，今年是全面学习贯彻党的二十大精神开局之年，是贯彻落实习近平总书记对江苏工作重要讲话精神起步之年，是“十四五”规划承前启后、接续奋力的关键一年，开展全区“ 钟楼区政府2023年度第10次常务会议纪要 〔2023〕第10期 2023年11月23日上午，在区机关102会议室，区长李超鲲主持召开区政府2023年度第10次","二〇二六年七月二十五日公开资料采集整理"
"250","市政府第45次常务会议纪要","2023-11-17","昆山市人民政府网站","https://www.ks.gov.cn/kss/zfcwhy/202311/d254e227e8d745e2afb742251799eeb7.shtml","https://www.ks.gov.cn/kss/zfcwhy/xxgk_list.shtml","栏目链接标题含会议纪要","","正文结构命中","府第45次常务会议，听取商场市场和餐饮行业安全生产专委会工作情况的汇报、“七月督查月”关于防洪安全能力提升的督查报告。 会议议定以下意见： 一、听取商场市场和餐饮行业安全生产专委会工作情况的汇报 （一）原则同意市商务局关于商场市场和餐饮行业安全生产专委会工作情况的汇报。由市商务局根据会议讨论意见，会同相关部门推动各项工作举措落地见效。 （二）要始终紧绷安全之弦。我市商场市场和餐饮场所面广量大，安全生产仍需持续用力、久久为功。要以“时时放心不下”的责任感，加强风险研判，全面查漏补缺，进一步加强对商场市场、餐饮场所、加油站等重点领域风险隐患识别，动态更新隐患","二〇二六年七月二十五日公开资料采集整理"
"251","市政府第44次常务会议纪要","2023-11-16","昆山市人民政府网站","https://www.ks.gov.cn/kss/zfcwhy/202311/7b0704a723864b5fbad4a5633d5367a6.shtml","https://www.ks.gov.cn/kss/zfcwhy/xxgk_list.shtml","栏目链接标题含会议纪要","","正文结构命中","常务会议，审议《加快建设制造强市实施方案》，听取关于延续执行《昆山市关于推进工业区改造升级的若干政策措施》的情况汇报。 会议议定以下意见： 一、审议《加快建设制造强市实施方案》 （一）原则同意《加快建设制造强市实施方案》。由市工信局根据会议讨论意见，按程序提交市委常委会审议。 （二）要思想认识再提升。制造业是实体经济的基础，也是科技创新的主战场。要充分认识加快建设制造强市的极端重要性，紧紧围绕既定目标、把稳工作节奏，着力推动制造业高端化、智能化、绿色化发展，加快构建以先进制造业为骨干的现代化产业体系。 （三）要聚焦重点再发力。坚持存量、增量两手抓，高质量","二〇二六年七月二十五日公开资料采集整理"
"252","区政府2023年第8次常务会议纪要","2023-11-10","常州经济开发区管理委员会网站","http://www.cznd.gov.cn/html/cznd/2024/KOPOKANH_0115/21259.html","https://www.changzhou.gov.cn/gova/wjk.php?click=m2_2&dept_id=0&keytype=title&keyword=%E4%BC%9A%E8%AE%AE%E7%BA%AA%E8%A6%81&page=1&sel_year=0&tc_id=0&tc_name=&website=xinbei","栏目链接标题含会议纪要","","正文结构命中","第8次常务会议纪要 2023年11月3日上午，在区商务中心A座二楼求是厅，区长石旭涌主持召开区政府常务会议。现将会议内容纪要如下： （一） 会议传达学习了习近平总书记在进一步推动长江经济带高质量发展座谈会上的重要讲话精神。 会议强调，全区上下要深刻领会、抓好落实，切实推进长江大保护和长江经济带高质量发展。要扎实做好中央生态环保督察反馈问题整改，持续打好蓝天碧水净土保卫战，推动生态价值转换。要坚持创新引领发展，前瞻布局战略性新兴产业和未来产业，扎实推进科小和高企引育，打造升级更多高质量科创平台。要更好统筹发展和安全，切实维护粮食安全、能源安全、重要产业链供","二〇二六年七月二十五日公开资料采集整理"
"253","钟楼区政府2023年度第9次常务会议纪要","2023-10-30","常州市钟楼区人民政府网站","http://www.zhonglou.gov.cn/html/czzl/2024/FPKLLMMN_0109/21132.html","https://www.changzhou.gov.cn/gova/wjk.php?click=m2_2&dept_id=0&keytype=title&keyword=%E4%BC%9A%E8%AE%AE%E7%BA%AA%E8%A6%81&page=1&sel_year=0&tc_id=0&tc_name=&website=zhonglou","栏目链接标题含会议纪要","","正文结构命中","第9次常务会议纪要2023年10月23日上午，在区机关815会议室，区长李超鲲主持召开区政府2023年度第9次常务会议，现纪要如下：一、会议听取了安全生产有关情况汇报会议指出，安全生产事关群众福祉，事关经济社会发展大局。要深入学习贯彻习近平总书记关于安全生产重要论述重要指示批示精神，严格落实“三管三必须”要求，压紧压实“四方责任”，持续营造安全稳定的发展环境。会议强调，要强化统筹协调，持续完善工作 钟楼区政府2023年度第9次常务会议纪要 〔2023〕第9期 2023年10月23日上午，在区机关815会议室，区长李超鲲主持召开区政府2023年度第9次常务","二〇二六年七月二十五日公开资料采集整理"
"254","区政府第25次常务会议纪要","2023-10-30","常州市天宁区人民政府网站","http://www.cztn.gov.cn/html/cztn/2023/CFHMLBAH_1030/30765.html","https://www.changzhou.gov.cn/gova/wjk.php?click=m2_2&dept_id=0&keytype=title&keyword=%E4%BC%9A%E8%AE%AE%E7%BA%AA%E8%A6%81&page=1&sel_year=0&tc_id=0&tc_name=&website=tianning","栏目链接标题含会议纪要","","正文结构命中","有效 内容概述： 2023年10月9日下午，区长张凯奇在天宁科技促进中心2306会议室，主持召开区政府第25次常务会议。纪要如下： 区政府第25次常务会议纪要 2023 年 10 月 9 日 下 午，区长张凯奇在天宁科技促进中心 2306 会议室，主持召开区政府第 25 次常务会议。纪要如下： 一 、会议审议了《常州市天宁区燃气安全专项整治实施方案》 会议认为，燃气安全是事关人民群众生命财产安全的大事要事，要始终保持如履薄冰的责任感紧迫感，全面排查整治城镇燃气全链条风险隐患，坚决守牢燃气安全底线。 会议要求： （ 1 ）压实责任。 健全完善工作机制，明确","二〇二六年七月二十五日公开资料采集整理"
"255","市政府第43次常务会议纪要","2023-10-27","昆山市人民政府网站","https://www.ks.gov.cn/kss/zfcwhy/202310/bd5e51f188ef45fb84753e06489e441d.shtml","https://www.ks.gov.cn/kss/zfcwhy/xxgk_list.shtml","栏目链接标题含会议纪要","","正文结构命中","展的意见》，听取特种设备安全生产专业委员会工作情况汇报，审议《关于推进新时代人力资源服务业高质量发展的若干政策措施》。 会议议定以下意见： 一、学习习近平总书记关于中医药工作的重要论述、《中华人民共和国中医药法》《中共中央 国务院关于促进中医药传承创新发展的意见》 （一）会议学习了习近平总书记关于中医药工作的重要论述、《中华人民共和国中医药法》《中共中央 国务院关于促进中医药传承创新发展的意见》。会议指出，党的十八大以来，习近平总书记对中医药工作作出一系列重要论述，为我们做好新时代中医药工作、推动中医药振兴发展提供了根本遵循和行动指南。 （二）要强化责任","二〇二六年七月二十五日公开资料采集整理"
"256","区政府第22次常务会议纪要","2023-10-18","常州市武进区人民政府网站","http://www.wj.gov.cn/html/czwj/2023/BJLFPPJH_1027/74528.html","https://www.changzhou.gov.cn/gova/wjk.php?click=m2_2&dept_id=0&keytype=title&keyword=%E4%BC%9A%E8%AE%AE%E7%BA%AA%E8%A6%81&page=1&sel_year=0&tc_id=0&tc_name=&website=wujin","栏目链接标题含会议纪要","","正文结构命中","区政府第22次常务会议纪要 2023年10月13日下午，区长恽淇丞在区政府817会议室，主持召开区政府第22次常务会议，纪要如下： 一、集体学法：《私募投资基金监督管理条例》 会议指出，《条例》的出台，对进一步夯实私募行业发展法治基础、更好发挥私募基金在融资中的作用具有重要意义，为行业高质量发展带来新的机遇。地方金融监管部门要抓好贯彻落实，进一步强化资金募集、投资运作等各环节监管，推动产业投资基金在法治化规范化轨道上高质量发展；要持续打造基金“丛林”，纵深推进全区创投体系建设，加快打通“募投管退”各环节的痛点堵点，全面优化行业发展环境，切实发挥私募基金服","二〇二六年七月二十五日公开资料采集整理"
"257","区政府2023年第7次常务会议纪要","2023-10-09","常州经济开发区管理委员会网站","http://www.cznd.gov.cn/html/cznd/2024/KOPOKANH_0115/21257.html","https://www.changzhou.gov.cn/gova/wjk.php?click=m2_2&dept_id=0&keytype=title&keyword=%E4%BC%9A%E8%AE%AE%E7%BA%AA%E8%A6%81&page=1&sel_year=0&tc_id=0&tc_name=&website=xinbei","栏目链接标题含会议纪要","","正文结构命中","第7次常务会议纪要 2023年9月28日下午，在区商务中心A座二楼求是厅，区长石旭涌主持召开区政府常务会议。现将会议内容纪要如下： （一） 会议传达学习了《关于建立领导干部应知应会党内法规和国家法律清单制度的意见》（以下简称《意见》）。 会议指出，各单位要高度重视领导干部学法工作，将党内法规和国家法律清单作为领导干部学法的重要依据，推动学法成果转化为法治实践。 会议强调，各级领导干部要严格围绕《意见》提出的“应知应会”这一基本要求，重点学习宪法、党章党规以及本行业本领域法律法规，自觉用法治思想规范行为、指导实践、推动工作。要严守纪律规矩，永葆党员先进性、","二〇二六年七月二十五日公开资料采集整理"
"258","市政府第42次常务会议纪要","2023-10-08","昆山市人民政府网站","https://www.ks.gov.cn/kss/zfcwhy/202310/78d71c4d66da48cf804b97d05b449cc7.shtml","https://www.ks.gov.cn/kss/zfcwhy/xxgk_list.shtml","栏目链接标题含会议纪要","","正文结构命中","目标纲要》实施中期评估报告的汇报，审议《关于促进楼宇经济高质量发展行动方案》《关于促进楼宇经济高质量发展的若干政策》。 会议议定以下意见： 一、听取关于《昆山市国民经济和社会发展第十四个五年规划和二〇三五年远景目标纲要》实施中期评估报告的汇报 （一）原则同意市发改委关于《昆山市国民经济和社会发展第十四个五年规划和二〇三五年远景目标纲要》实施中期评估报告的汇报。由市发改委根据会议讨论意见，按程序提交市人大常委会审议。 （二）要以全局定位为导向，全面落实上级决策部署。中期评估既是对上阶段工作的自我对照，也是对下阶段目标的分析研判。市发改委要将开展中期评估工作","二〇二六年七月二十五日公开资料采集整理"
